Round,Money,Initial Bet,BLACKJACK,WIN,DOUBLE_WIN,PUSH,DOUBLE_BUST,BUST,DOUBLE_LOSE,LOSE
284,10023.75,1.0,0,1,0,0,0,0,0,0
285,10024.75,1.0,0,0,0,0,0,0,0,1
286,10023.75,1.0,0,0,0,0,0,0,0,1
287,10022.75,1.0,0,0,0,0,0,1,0,0
288,10021.75,1.0,1,0,0,0,0,0,0,0
289,10023.25,1.0,0,1,0,0,0,0,0,0
290,10024.25,1.0,1,0,0,0,0,0,0,0
291,10025.75,1.0,0,0,1,0,0,0,0,0
292,10027.75,1.0,0,0,0,1,0,0,0,0
293,10027.75,1.0,0,0,0,0,0,1,0,0
294,10026.75,1.0,0,1,0,0,0,0,0,0
295,10027.75,1.0,0,0,0,0,0,0,1,0
296,10025.75,1.0,0,0,0,0,0,0,1,0
297,10023.75,1.0,0,1,0,0,0,0,0,0
298,10024.75,1.0,0,0,0,0,0,0,0,1
299,10023.75,1.0,0,0,0,0,0,0,0,1
300,10022.75,1.0,0,1,0,0,0,0,0,0
301,10023.75,1.0,0,0,0,0,0,1,0,0
302,10022.75,1.0,0,1,0,0,0,0,0,0
303,10023.75,1.0,0,1,0,0,0,0,0,0
304,10024.75,1.0,0,0,0,0,0,0,1,0
305,10022.75,1.0,0,0,0,0,0,0,0,1
306,10021.75,1.0,0,0,0,0,0,1,0,0
307,10020.75,1.0,0,1,0,0,0,0,0,0
308,10021.75,1.0,0,0,0,0,0,1,0,0
309,10020.75,1.0,0,0,0,0,0,1,0,0
310,10019.75,1.0,0,0,0,0,0,0,1,0
311,10017.75,1.0,0,0,0,0,0,0,0,1
312,10016.75,1.0,0,0,0,1,0,0,0,0
313,10016.75,1.0,0,1,0,0,0,0,0,0
314,10017.75,1.0,0,0,0,1,0,0,0,0
315,10017.75,1.0,0,0,1,0,0,0,0,0
316,10019.75,1.0,0,0,0,0,0,0,0,1
317,10018.75,1.0,0,0,0,0,0,1,0,0
318,10017.75,1.0,0,0,1,0,0,0,0,0
319,10019.75,1.25,0,1,0,0,0,1,0,0
320,10019.75,1.0,0,0,0,0,0,0,0,1
321,10018.75,1.0,0,1,0,0,0,0,0,0
322,10019.75,1.0,0,0,0,0,0,0,0,1
323,10018.75,1.75,0,0,0,0,0,0,0,1
324,10017.0,1.75,0,1,0,0,0,0,0,0
325,10018.75,1.0,0,0,0,0,0,1,0,0
326,10017.75,1.0,0,0,1,0,0,0,0,0
327,10019.75,1.0,0,0,0,1,0,0,0,0
328,10019.75,1.0,0,1,0,0,0,0,0,0
329,10020.75,1.25,0,0,0,0,0,0,0,1
330,10019.5,1.5,0,0,0,0,0,1,0,0
331,10018.0,2.75,1,0,0,0,0,0,0,0
332,10022.125,1.5,0,0,0,0,0,0,0,1
333,10020.625,1.75,0,0,0,0,0,1,0,0
334,10018.875,2.0,0,1,0,0,0,0,0,0
335,10020.875,2.0,0,0,0,0,0,1,0,0
336,10018.875,1.5,0,0,0,0,0,1,0,0
337,10017.375,2.0,0,1,0,0,0,0,0,0
338,10019.375,2.5,0,1,0,0,0,0,0,0
